rentalline_id,transaction_id,inventory_id,line_price,vat
344,8475,7222,3.00,0.60
345,37594,2242,3.00,0.60
346,23065,8287,30.00,6.00
347,28016,12569,20.00,4.00
348,34734,1969,66.00,13.20
349,8747,5479,37.50,7.50
350,12637,14280,36.00,7.20
351,35327,3339,50.00,10.00
352,27443,12865,24.00,4.80
353,21905,9541,16.00,3.20
354,27653,1666,24.00,4.80
355,30086,5428,18.00,3.60
356,16311,7851,10.00,2.00
357,10867,2451,45.00,9.00
358,13739,14287,40.00,8.00
359,12249,1145,16.00,3.20
360,33584,7589,50.00,10.00
361,21777,6555,4.00,0.80
362,22174,5198,20.00,4.00
363,10910,8221,15.00,3.00
364,9238,14027,18.00,3.60
365,17298,4137,5.00,1.00
366,33973,7641,24.00,4.80
367,31587,9787,5.00,1.00
368,21553,6809,20.00,4.00
369,22693,4805,30.00,6.00
370,5720,2480,48.00,9.60
371,15687,6787,4.00,0.80
372,20867,4111,8.00,1.60
373,20940,7683,4.00,0.80
374,1596,2207,75.00,15.00
375,32022,12182,22.00,4.40
376,17008,10185,10.00,2.00
377,33432,14363,22.00,4.40
378,15680,4461,4.00,0.80
379,12128,3366,4.00,0.80
380,20739,4362,18.00,3.60
381,18171,2512,22.00,4.40
382,4917,3272,36.00,7.20
383,2297,11871,45.00,9.00
384,5595,316,20.00,4.00
385,38756,4715,4.00,0.80
386,34267,10634,5.00,1.00
387,779,5549,60.00,12.00
388,36464,11420,18.00,3.60
389,22800,10159,30.00,6.00
390,25751,9737,24.00,4.80
391,34332,297,36.00,7.20
392,20929,12486,8.00,1.60
393,11379,8957,25.00,5.00
394,15315,2485,6.00,1.20
395,17402,9734,16.00,3.20
396,6759,6653,4.00,0.80
397,8029,7161,15.00,3.00
398,22737,10108,3.00,0.60
399,33077,1364,10.00,2.00
400,16229,1271,18.00,3.60
401,14735,4802,12.00,2.40
402,31017,4849,66.00,13.20
403,32279,14787,12.00,2.40
404,3556,5726,6.00,1.20
405,12699,3703,22.00,4.40
406,19780,10099,54.00,10.80
407,6144,11599,22.50,4.50
408,33873,907,8.00,1.60
409,6486,4749,20.00,4.00
410,21422,5291,15.00,3.00
411,39740,8435,12.00,2.40
412,37475,9456,30.00,6.00
413,20892,1453,10.00,2.00
414,30973,3782,2.00,0.40
415,38332,6376,22.00,4.40
416,26960,5841,18.00,3.60
417,11312,11666,18.00,3.60
418,13408,14665,20.00,4.00
419,24330,10449,4.00,0.80
420,39118,3941,30.00,6.00
421,7036,1514,16.00,3.20
422,37908,8043,30.00,6.00
423,17682,1526,36.00,7.20
424,10197,10828,22.50,4.50
425,8156,5603,36.00,7.20
426,15389,1065,15.00,3.00
427,622,9132,18.00,3.60
428,33298,3134,4.00,0.80
429,39088,12452,45.00,9.00
430,24195,5763,36.00,7.20
431,7277,7676,9.00,1.80
432,4315,7438,10.00,2.00
433,18157,5638,6.00,1.20
434,26163,2988,45.00,9.00
435,8661,1767,6.00,1.20
436,3996,5754,20.00,4.00
437,28374,4064,36.00,7.20
438,667,3970,12.00,2.40
439,21728,3418,4.00,0.80
440,3634,9542,15.00,3.00
441,24630,3798,16.00,3.20
442,29003,14516,4.00,0.80
443,19143,14407,66.00,13.20
444,14100,12267,6.00,1.20
445,20760,5712,45.00,9.00
446,20646,12470,105.00,21.00
447,4599,4058,20.00,4.00
448,2970,9039,16.00,3.20
449,996,6996,36.00,7.20
450,14741,14747,10.00,2.00
451,30173,6343,2.00,0.40
452,20467,12906,25.00,5.00
453,5835,7860,16.00,3.20
454,17422,12287,8.00,1.60
455,6515,12297,70.00,14.00
456,13056,13364,8.00,1.60
457,8226,13560,22.50,4.50
458,35479,7472,30.00,6.00
459,11862,3095,3.00,0.60
460,14859,6584,18.00,3.60
461,23529,3529,18.00,3.60
462,24941,11573,27.00,5.40
463,28408,2906,4.00,0.80
464,15431,10164,25.00,5.00
465,3113,12239,25.00,5.00
466,21069,4086,35.00,7.00
467,8934,3356,18.00,3.60
468,25230,10444,48.00,9.60
469,21606,12453,18.00,3.60
470,21958,4316,33.00,6.60
471,32284,1830,20.00,4.00
472,38841,2078,16.00,3.20
473,3628,2773,4.00,0.80
474,9309,7808,3.00,0.60
475,1558,9646,18.00,3.60
476,25174,10790,45.00,9.00
477,14172,14796,5.00,1.00
478,33559,5146,4.50,0.90
479,9309,3237,36.00,7.20
480,38989,11437,18.00,3.60
481,24140,14254,8.00,1.60
482,2407,2466,27.00,5.40
483,17813,6215,25.00,5.00
484,3242,594,25.00,5.00
485,22042,1977,16.00,3.20
486,26577,11811,20.00,4.00
487,2497,1138,48.00,9.60
488,35771,313,8.00,1.60
489,18791,6230,24.00,4.80
490,28803,1408,44.00,8.80
491,13643,4089,18.00,3.60
492,30096,3526,8.00,1.60
493,1616,8007,90.00,18.00
494,29036,14122,25.00,5.00
495,31863,9461,18.00,3.60
496,32650,9561,48.00,9.60
497,21429,11277,18.00,3.60
498,726,9919,66.00,13.20
499,14999,8064,30.00,6.00
500,11295,11203,2.00,0.40
501,23206,5377,36.00,7.20
502,7386,5752,10.00,2.00
503,15109,1220,30.00,6.00
504,27233,12452,30.00,6.00
505,8245,13387,12.00,2.40
506,24558,939,4.00,0.80
507,10735,7289,45.00,9.00
508,13945,9496,3.00,0.60
509,5275,7677,35.00,7.00
510,19130,9762,27.00,5.40
511,28756,6070,4.50,0.90
512,7472,7137,25.00,5.00
513,31855,11928,18.00,3.60
514,7888,4173,20.00,4.00
515,15184,3073,36.00,7.20
516,21553,14857,18.00,3.60
517,18602,7259,18.00,3.60
518,5542,540,18.00,3.60
519,30646,6699,50.00,10.00
520,33225,1479,25.00,5.00
521,21467,14228,6.00,1.20
522,1520,2517,36.00,7.20
523,13172,2087,18.00,3.60
524,7681,14416,22.00,4.40
525,31309,10017,4.00,0.80
526,20094,568,54.00,10.80
527,36232,14291,60.00,12.00
528,20845,1892,70.00,14.00
529,32637,14235,36.00,7.20
530,23657,13389,22.00,4.40
531,25128,9979,8.00,1.60
532,28093,392,20.00,4.00
533,36980,7428,15.00,3.00
534,9731,6490,40.00,8.00
535,13640,12846,54.00,10.80
536,9962,9577,22.00,4.40
537,9300,13922,5.00,1.00
538,15387,2719,27.00,5.40
539,1895,5651,3.00,0.60
540,26305,8232,18.00,3.60
541,19118,12977,20.00,4.00
542,10588,2105,18.00,3.60
543,8972,403,8.00,1.60
544,22204,14601,30.00,6.00
545,37920,5234,15.00,3.00
546,13250,3062,12.00,2.40
547,19867,3962,18.00,3.60
548,36525,6888,6.00,1.20
549,27100,3556,22.00,4.40
550,5128,3393,54.00,10.80
551,26146,9771,2.00,0.40
552,32659,6155,40.00,8.00
553,33978,4163,4.00,0.80
554,26383,1593,22.00,4.40
555,6554,13575,6.00,1.20
556,13207,3284,36.00,7.20
557,2755,3403,27.00,5.40
558,27610,12017,66.00,13.20
559,16246,14152,60.00,12.00
560,2593,9432,15.00,3.00
561,34233,6280,30.00,6.00
562,13339,12372,36.00,7.20
563,31632,12387,18.00,3.60
564,34702,13155,90.00,18.00
565,21003,10152,30.00,6.00
566,10736,13166,36.00,7.20
567,38295,6666,30.00,6.00
568,19797,14780,30.00,6.00
569,25735,9058,20.00,4.00
570,4383,3815,18.00,3.60
571,2238,3273,15.00,3.00
572,20187,9673,15.00,3.00
573,39040,5544,8.00,1.60
574,29090,29,6.00,1.20
575,28842,13793,37.50,7.50
576,7169,4659,105.00,21.00
577,16120,2427,8.00,1.60
578,25647,14974,24.00,4.80
579,5382,9621,70.00,14.00
580,1548,6268,30.00,6.00
581,11666,2564,35.00,7.00
582,14506,9983,24.00,4.80
583,3698,6001,22.00,4.40
584,342,13285,20.00,4.00
585,21444,9056,12.00,2.40
586,24671,5010,24.00,4.80
587,5032,8589,4.00,0.80
588,8212,6639,52.50,10.50
589,12717,10393,8.00,1.60
590,9752,4380,54.00,10.80
591,10846,6084,12.00,2.40
592,7680,7313,24.00,4.80
593,16137,3880,66.00,13.20
594,21930,11411,22.00,4.40
595,18241,5289,18.00,3.60
596,4434,10378,36.00,7.20
597,31686,367,16.00,3.20
598,1312,3359,30.00,6.00
599,1294,938,20.00,4.00
600,17981,13185,15.00,3.00
601,11315,3281,10.00,2.00
602,27663,14369,18.00,3.60
603,14937,9749,22.00,4.40
604,36542,5513,8.00,1.60
605,39030,12026,25.00,5.00
606,25566,6647,35.00,7.00
607,19109,4725,16.00,3.20
608,10446,711,3.00,0.60
609,28188,9700,4.00,0.80
610,24032,9718,20.00,4.00
611,22660,3223,32.00,6.40
612,651,9189,5.00,1.00
613,30967,14504,6.00,1.20
614,19029,6617,6.00,1.20
615,29504,1747,5.00,1.00
616,39544,981,18.00,3.60
617,15470,10134,12.00,2.40
618,67,3460,54.00,10.80
619,27888,12205,50.00,10.00
620,24645,6325,75.00,15.00
621,9233,14095,10.00,2.00
622,29243,6162,22.00,4.40
623,33132,7622,15.00,3.00
624,36033,10973,6.00,1.20
625,9461,9646,54.00,10.80
626,12665,11824,6.00,1.20
627,39654,13134,52.50,10.50
628,22028,1185,12.00,2.40
629,8078,1023,16.00,3.20
630,9029,855,30.00,6.00
631,28058,2100,10.00,2.00
632,30160,8963,30.00,6.00
633,34800,11207,10.00,2.00
634,18103,1441,30.00,6.00
635,27476,10438,5.00,1.00
636,11936,2872,66.00,13.20
637,4577,1984,6.00,1.20
638,36445,14796,7.50,1.50
639,33218,9593,52.50,10.50
640,17548,4198,22.00,4.40
641,3539,13616,25.00,5.00
642,16977,2357,22.00,4.40
643,17696,741,54.00,10.80
644,21523,2052,3.00,0.60
645,34989,6436,5.00,1.00
646,29541,9651,36.00,7.20
647,17507,1142,12.00,2.40
648,31489,1500,20.00,4.00
649,3923,10546,33.00,6.60
650,14825,5396,25.00,5.00
651,23367,2293,27.00,5.40
652,33892,4298,105.00,21.00
653,5320,3074,60.00,12.00
654,36311,2592,3.00,0.60
655,14868,7994,16.00,3.20
656,29588,9043,9.00,1.80
657,16948,12273,90.00,18.00
658,12539,5011,33.00,6.60
659,1085,2423,6.00,1.20
660,2310,14073,7.50,1.50
661,9917,1016,4.00,0.80
662,26801,3208,18.00,3.60
663,13739,5622,36.00,7.20
664,50,12602,15.00,3.00
665,32625,6282,75.00,15.00
666,25835,12877,15.00,3.00
667,34102,698,4.00,0.80
668,38993,8374,30.00,6.00
669,9316,5162,25.00,5.00
670,38972,5601,30.00,6.00
671,34300,4835,6.00,1.20
672,17002,3122,12.00,2.40
673,7491,10811,45.00,9.00
674,24629,13368,6.00,1.20
675,23604,2276,45.00,9.00
676,182,12717,18.00,3.60
677,16066,5637,22.00,4.40
678,19245,12685,5.00,1.00
679,39897,2012,22.00,4.40
680,39363,7982,30.00,6.00
681,6019,922,35.00,7.00
682,29268,10354,4.50,0.90
683,6556,10176,22.00,4.40
684,20974,576,4.00,0.80
685,9819,6465,70.00,14.00
686,27908,11371,22.00,4.40
687,11797,6018,18.00,3.60
688,9384,6594,10.00,2.00
689,2785,7359,44.00,8.80
690,23389,11877,16.00,3.20
691,14582,8074,10.00,2.00
692,22162,12350,6.00,1.20
693,17711,12560,30.00,6.00
694,20784,2269,8.00,1.60
695,7510,4564,105.00,21.00
696,2579,3262,18.00,3.60
697,20636,2141,37.50,7.50
698,20533,1559,18.00,3.60
699,18325,14748,25.00,5.00
700,6053,10166,40.00,8.00
701,12278,13043,45.00,9.00
702,1406,10794,4.00,0.80
703,26217,8605,54.00,10.80
704,30314,13981,7.50,1.50
705,7278,8077,12.00,2.40
706,18795,7989,25.00,5.00
707,31660,13550,12.00,2.40
708,7008,1974,10.00,2.00
709,22933,8859,60.00,12.00
710,32676,2446,15.00,3.00
711,31409,12699,24.00,4.80
712,39228,10636,24.00,4.80
713,32335,1363,8.00,1.60
714,16655,6886,50.00,10.00
715,6306,9064,6.00,1.20
716,36303,504,25.00,5.00
717,25538,8820,37.50,7.50
718,2350,10325,12.00,2.40
719,37348,11535,45.00,9.00
720,29882,13522,15.00,3.00
721,26129,7455,15.00,3.00
722,24991,3584,30.00,6.00
723,8286,3163,60.00,12.00
724,10072,4905,54.00,10.80
725,2063,14439,18.00,3.60
726,19348,10626,25.00,5.00
727,11856,9882,6.00,1.20
728,15460,9610,33.00,6.60
729,25377,10287,18.00,3.60
730,13272,14671,6.00,1.20
731,11806,8088,25.00,5.00
732,11484,3750,54.00,10.80
733,28162,2644,16.00,3.20
734,16791,14530,10.00,2.00
735,24492,6804,5.00,1.00
736,9702,4049,32.00,6.40
737,10070,9479,16.00,3.20
738,34816,6754,30.00,6.00
739,7720,9757,15.00,3.00
740,28550,9588,32.00,6.40
741,34630,11898,18.00,3.60
742,21508,13206,54.00,10.80
743,22952,368,3.00,0.60
744,22013,11424,16.00,3.20
745,4809,14757,2.00,0.40
746,19361,1547,66.00,13.20
747,17240,14774,22.00,4.40
748,30203,5805,30.00,6.00
749,20865,7295,7.50,1.50
750,16190,1096,54.00,10.80
751,17392,4700,45.00,9.00
752,9825,4220,16.00,3.20
753,7923,11194,66.00,13.20
754,23420,10126,8.00,1.60
755,9217,14885,36.00,7.20
756,6176,6214,20.00,4.00
757,12272,12620,18.00,3.60
758,26790,14647,16.00,3.20
759,13403,6983,30.00,6.00
760,6265,14972,7.50,1.50
761,14207,1012,75.00,15.00
762,17680,8869,48.00,9.60
763,23323,9662,30.00,6.00
764,1261,7949,18.00,3.60
765,21513,1527,24.00,4.80
766,34388,1388,30.00,6.00
767,13711,1573,44.00,8.80
768,10690,1020,35.00,7.00
769,10206,3632,18.00,3.60
770,33254,14042,3.00,0.60
771,19587,5850,4.00,0.80
772,31370,3709,3.00,0.60
773,8942,5922,4.50,0.90
774,14389,13244,54.00,10.80
775,31899,7245,3.00,0.60
776,37681,13137,30.00,6.00
777,939,5917,45.00,9.00
778,3323,11064,6.00,1.20
779,4735,1031,4.00,0.80
780,27466,12782,15.00,3.00
781,25636,3154,75.00,15.00
782,14428,8130,30.00,6.00
783,3757,3885,18.00,3.60
784,25334,8658,2.00,0.40
785,4223,10681,54.00,10.80
786,34088,10178,20.00,4.00
787,17125,11351,5.00,1.00
788,12346,12157,8.00,1.60
789,13422,1974,30.00,6.00
790,15693,14211,4.00,0.80
791,20753,11231,45.00,9.00
792,38543,13100,20.00,4.00
793,12785,8958,15.00,3.00
794,27425,879,105.00,21.00
795,9688,3218,44.00,8.80
796,13199,3417,30.00,6.00
797,7946,2975,6.00,1.20
798,14564,1558,54.00,10.80
799,36983,9123,18.00,3.60
800,29115,5925,9.00,1.80
801,6463,14257,35.00,7.00
802,39006,11003,22.00,4.40
803,11742,4914,2.00,0.40
804,35800,10278,60.00,12.00
805,26242,4342,75.00,15.00
806,13840,14207,22.50,4.50
807,8820,8475,2.00,0.40
808,23233,4318,60.00,12.00
809,31419,5086,30.00,6.00
810,33573,2781,22.00,4.40
811,17517,6464,24.00,4.80
812,23559,11081,25.00,5.00
813,17275,8001,25.00,5.00
814,12410,2183,12.00,2.40
815,24639,14376,2.00,0.40
816,37448,14072,10.00,2.00
817,18900,14521,22.00,4.40
818,23703,4959,20.00,4.00
819,34881,12145,27.00,5.40
820,34903,6791,4.00,0.80
821,15222,8664,37.50,7.50
822,36313,708,36.00,7.20
823,38229,743,22.50,4.50
824,32814,3486,6.00,1.20
825,3248,10372,20.00,4.00
826,27234,13580,22.00,4.40
827,14784,1219,25.00,5.00
828,22359,14760,36.00,7.20
829,5595,2002,3.00,0.60
830,4829,14656,6.00,1.20
831,16822,7142,66.00,13.20
832,30222,12544,32.00,6.40
833,4855,11471,52.50,10.50
834,21435,11950,35.00,7.00
835,33840,11768,4.00,0.80
836,11558,6553,10.00,2.00
837,6545,5024,9.00,1.80
838,28107,6368,10.00,2.00
839,26197,4946,32.00,6.40
840,1942,14209,30.00,6.00
841,6409,10692,10.00,2.00
842,38615,9806,36.00,7.20
843,15658,10278,90.00,18.00
844,15292,14282,18.00,3.60
845,33814,8398,25.00,5.00
846,4626,7980,50.00,10.00
847,17923,3669,15.00,3.00
848,22494,4172,5.00,1.00
849,35924,14712,75.00,15.00
850,607,806,18.00,3.60
851,22955,8926,15.00,3.00
852,29937,733,4.00,0.80
853,37588,12158,12.00,2.40
854,31435,4782,6.00,1.20
855,18122,2339,4.00,0.80
856,20712,8056,12.00,2.40
857,30974,14495,24.00,4.80
858,740,3219,25.00,5.00
859,16749,448,45.00,9.00
860,39988,2771,25.00,5.00
861,9442,10220,37.50,7.50
862,21146,7252,2.00,0.40
863,25586,7752,45.00,9.00
864,16294,4053,10.00,2.00
865,8680,3854,8.00,1.60
866,18497,3537,54.00,10.80
867,37801,8786,24.00,4.80
868,1377,13867,7.50,1.50
869,34260,4853,4.00,0.80
870,17389,12018,15.00,3.00
871,10374,13840,16.00,3.20
872,19372,1396,45.00,9.00
873,25956,6568,90.00,18.00
874,39546,8086,4.00,0.80
875,25167,13162,8.00,1.60
876,32898,14737,18.00,3.60
