inventory_id,condition,status,equipment_id
472,Excellent,Rented,38
473,Good,Maintenance,55
474,Fair,Rented,25
475,Good,Available,25
476,Good,Available,67
477,Good,Rented,33
478,Excellent,Maintenance,48
479,Maintenance Required,Maintenance,49
480,Excellent,Maintenance,33
481,Fair,Available,56
482,Fair,Available,23
483,Good,Rented,72
484,Good,Maintenance,80
485,Fair,Available,43
486,Fair,Available,58
487,Excellent,Maintenance,44
488,Good,Maintenance,45
489,Fair,Maintenance,67
490,Maintenance Required,Available,35
491,Maintenance Required,Maintenance,32
492,Fair,Available,55
493,Fair,Maintenance,27
494,Maintenance Required,Rented,13
495,Excellent,Available,43
496,Excellent,Maintenance,59
497,Good,Available,67
498,Fair,Available,5
499,Maintenance Required,Available,18
500,Fair,Maintenance,36
501,Maintenance Required,Maintenance,52
502,Maintenance Required,Rented,56
503,Fair,Rented,76
504,Maintenance Required,Available,3
505,Excellent,Rented,59
506,Excellent,Available,75
507,Maintenance Required,Available,34
508,Excellent,Available,11
509,Fair,Rented,68
510,Fair,Rented,14
511,Fair,Rented,62
512,Fair,Available,56
513,Excellent,Maintenance,44
514,Maintenance Required,Available,65
515,Maintenance Required,Rented,13
516,Fair,Maintenance,38
517,Good,Available,24
518,Fair,Maintenance,27
519,Fair,Available,56
520,Fair,Available,36
521,Maintenance Required,Rented,43
522,Good,Rented,74
523,Fair,Available,44
524,Fair,Available,18
525,Maintenance Required,Available,72
526,Good,Available,61
527,Excellent,Available,58
528,Good,Available,5
529,Good,Maintenance,8
530,Maintenance Required,Rented,42
531,Maintenance Required,Available,23
532,Excellent,Rented,66
533,Fair,Maintenance,32
534,Maintenance Required,Maintenance,32
535,Maintenance Required,Available,7
536,Fair,Available,42
537,Excellent,Available,3
538,Good,Rented,11
539,Maintenance Required,Maintenance,71
540,Excellent,Maintenance,43
541,Excellent,Available,27
542,Fair,Available,65
543,Maintenance Required,Available,63
544,Maintenance Required,Rented,68
545,Good,Rented,7
546,Maintenance Required,Available,42
547,Good,Rented,7
548,Fair,Available,28
549,Good,Maintenance,37
550,Maintenance Required,Maintenance,34
551,Maintenance Required,Available,77
552,Excellent,Maintenance,30
553,Good,Available,10
554,Fair,Rented,29
555,Excellent,Rented,54
556,Maintenance Required,Available,7
557,Maintenance Required,Available,16
558,Fair,Rented,36
559,Maintenance Required,Available,60
560,Good,Rented,53
561,Maintenance Required,Rented,32
562,Fair,Available,69
563,Maintenance Required,Rented,66
564,Maintenance Required,Available,34
565,Fair,Available,79
566,Fair,Maintenance,31
567,Good,Maintenance,43
568,Good,Rented,46
569,Fair,Available,59
570,Maintenance Required,Rented,31
571,Maintenance Required,Maintenance,60
572,Fair,Available,61
573,Good,Available,34
574,Maintenance Required,Rented,62
575,Excellent,Available,46
576,Maintenance Required,Available,77
577,Fair,Available,26
578,Fair,Rented,10
579,Good,Available,27
580,Excellent,Available,80
581,Fair,Available,6
582,Fair,Rented,53
583,Good,Available,46
584,Fair,Available,38
585,Fair,Rented,32
586,Good,Available,47
587,Good,Available,24
588,Maintenance Required,Available,53
589,Excellent,Available,2
590,Excellent,Maintenance,60
591,Excellent,Available,11
592,Fair,Maintenance,32
593,Maintenance Required,Available,47
594,Maintenance Required,Available,11
595,Excellent,Maintenance,11
596,Fair,Maintenance,14
597,Maintenance Required,Available,28
598,Maintenance Required,Available,52
599,Fair,Rented,40
600,Maintenance Required,Available,58
601,Maintenance Required,Maintenance,66
602,Excellent,Available,63
603,Maintenance Required,Rented,60
604,Good,Maintenance,50
605,Fair,Available,3
606,Maintenance Required,Available,48
607,Fair,Available,77
608,Excellent,Available,68
609,Good,Available,22
610,Good,Maintenance,1
611,Maintenance Required,Rented,24
612,Excellent,Available,37
613,Maintenance Required,Available,36
614,Maintenance Required,Available,80
615,Excellent,Available,20
616,Fair,Available,8
617,Excellent,Maintenance,28
618,Maintenance Required,Available,50
619,Maintenance Required,Available,40
620,Good,Available,58
621,Excellent,Available,71
622,Fair,Available,59
623,Maintenance Required,Available,34
624,Good,Available,39
625,Fair,Maintenance,25
626,Fair,Available,34
627,Good,Available,3
628,Maintenance Required,Available,65
629,Excellent,Maintenance,46
630,Maintenance Required,Available,53
631,Maintenance Required,Available,64
632,Good,Available,13
633,Fair,Available,27
634,Good,Available,65
635,Fair,Maintenance,19
636,Good,Available,48
637,Fair,Maintenance,54
638,Fair,Available,11
639,Fair,Available,80
640,Maintenance Required,Maintenance,16
641,Fair,Available,78
642,Excellent,Maintenance,80
643,Fair,Available,67
644,Maintenance Required,Available,22
645,Excellent,Rented,47
646,Fair,Maintenance,59
647,Good,Maintenance,23
648,Excellent,Maintenance,27
649,Fair,Maintenance,29
650,Excellent,Maintenance,74
651,Excellent,Available,6
652,Excellent,Available,69
653,Good,Available,50
654,Good,Available,17
655,Excellent,Maintenance,21
656,Maintenance Required,Available,48
657,Excellent,Available,7
658,Fair,Available,9
659,Good,Available,61
660,Excellent,Available,12
661,Excellent,Available,52
662,Excellent,Available,32
663,Fair,Available,46
664,Excellent,Available,7
665,Excellent,Available,29
666,Fair,Available,8
667,Maintenance Required,Rented,2
668,Excellent,Available,69
669,Maintenance Required,Available,7
670,Fair,Available,79
671,Maintenance Required,Rented,41
672,Good,Available,56
673,Fair,Available,42
674,Good,Maintenance,72
675,Excellent,Available,76
676,Fair,Available,53
677,Excellent,Rented,20
678,Excellent,Maintenance,40
679,Excellent,Rented,14
680,Maintenance Required,Rented,14
681,Excellent,Available,79
682,Good,Available,8
683,Good,Available,33
684,Good,Rented,52
685,Good,Available,65
686,Maintenance Required,Available,11
687,Good,Rented,52
688,Maintenance Required,Available,80
689,Good,Available,4
690,Excellent,Available,64
691,Fair,Maintenance,2
692,Good,Available,30
693,Good,Available,64
694,Maintenance Required,Available,71
695,Good,Available,26
696,Excellent,Rented,4
697,Fair,Maintenance,35
698,Good,Available,64
699,Maintenance Required,Available,25
700,Fair,Available,19
701,Fair,Available,38
702,Fair,Maintenance,6
703,Good,Maintenance,3
704,Excellent,Rented,52
705,Fair,Maintenance,6
706,Good,Available,4
707,Excellent,Rented,34
708,Fair,Rented,46
709,Maintenance Required,Rented,34
710,Fair,Available,78
711,Excellent,Available,75
712,Fair,Rented,11
713,Fair,Available,51
714,Excellent,Rented,5
715,Fair,Rented,43
716,Good,Maintenance,18
717,Maintenance Required,Maintenance,72
718,Maintenance Required,Rented,66
719,Maintenance Required,Maintenance,45
720,Good,Available,80
721,Maintenance Required,Available,27
722,Good,Available,54
723,Excellent,Available,76
724,Good,Maintenance,13
725,Excellent,Available,49
726,Fair,Rented,62
727,Excellent,Available,11
728,Excellent,Available,66
729,Excellent,Available,43
730,Fair,Available,67
731,Good,Maintenance,72
732,Fair,Available,38
733,Excellent,Available,76
734,Excellent,Available,59
735,Fair,Rented,30
736,Good,Maintenance,17
737,Excellent,Rented,46
738,Good,Available,61
739,Fair,Available,73
740,Maintenance Required,Rented,17
741,Fair,Maintenance,2
742,Maintenance Required,Maintenance,67
743,Fair,Rented,53
744,Good,Available,20
745,Good,Available,69
746,Good,Maintenance,68
747,Excellent,Maintenance,1
748,Good,Available,28
749,Good,Available,48
750,Fair,Rented,56
751,Fair,Rented,69
752,Maintenance Required,Rented,63
753,Excellent,Maintenance,65
754,Fair,Available,52
755,Good,Rented,71
756,Fair,Maintenance,35
757,Maintenance Required,Available,42
758,Excellent,Available,19
759,Good,Available,46
760,Fair,Available,62
761,Good,Maintenance,43
762,Maintenance Required,Available,80
763,Maintenance Required,Available,69
764,Excellent,Available,12
765,Maintenance Required,Available,68
766,Maintenance Required,Available,55
767,Excellent,Maintenance,16
768,Maintenance Required,Rented,80
769,Fair,Available,33
770,Maintenance Required,Available,35
771,Excellent,Available,41
772,Fair,Available,56
773,Maintenance Required,Rented,79
774,Maintenance Required,Available,68
775,Excellent,Maintenance,2
776,Fair,Maintenance,27
777,Excellent,Available,24
778,Good,Available,51
779,Fair,Maintenance,11
780,Good,Available,61
781,Good,Available,36
782,Fair,Maintenance,68
783,Fair,Maintenance,28
784,Maintenance Required,Rented,22
785,Excellent,Maintenance,53
786,Fair,Rented,67
787,Excellent,Maintenance,7
788,Fair,Available,5
789,Good,Available,27
790,Excellent,Available,71
791,Good,Rented,43
792,Fair,Maintenance,31
793,Maintenance Required,Rented,52
794,Fair,Available,14
795,Fair,Rented,34
796,Fair,Available,3
797,Good,Rented,75
798,Maintenance Required,Rented,6
799,Maintenance Required,Available,35
800,Good,Available,64
801,Good,Rented,43
802,Excellent,Available,39
803,Good,Maintenance,77
804,Maintenance Required,Rented,45
805,Fair,Available,20
806,Excellent,Available,22
807,Good,Maintenance,42
808,Excellent,Rented,32
809,Fair,Available,59
810,Good,Available,71
811,Maintenance Required,Available,21
812,Fair,Available,54
813,Fair,Rented,78
814,Fair,Available,62
815,Excellent,Rented,51
816,Excellent,Rented,72
817,Excellent,Maintenance,44
818,Excellent,Maintenance,73
819,Excellent,Rented,65
820,Fair,Available,62
821,Good,Maintenance,9
822,Fair,Available,36
823,Good,Available,40
824,Excellent,Rented,27
825,Good,Maintenance,36
826,Fair,Maintenance,32
827,Fair,Rented,61
828,Maintenance Required,Available,57
829,Fair,Maintenance,49
830,Maintenance Required,Available,5
831,Fair,Available,47
832,Fair,Available,79
833,Good,Rented,40
834,Maintenance Required,Rented,69
835,Fair,Rented,14
836,Good,Available,73
837,Fair,Maintenance,1
838,Maintenance Required,Rented,7
839,Fair,Available,31
840,Good,Available,45
841,Maintenance Required,Rented,76
842,Excellent,Available,16
843,Excellent,Available,15
844,Maintenance Required,Rented,33
845,Fair,Maintenance,30
846,Good,Available,34
847,Maintenance Required,Available,34
848,Fair,Available,23
849,Fair,Rented,60
850,Excellent,Available,33
851,Fair,Rented,44
852,Excellent,Rented,40
853,Fair,Available,69
854,Good,Maintenance,60
855,Good,Available,41
856,Fair,Available,19
857,Excellent,Maintenance,45
858,Maintenance Required,Maintenance,45
859,Maintenance Required,Available,39
860,Excellent,Rented,65
861,Excellent,Available,52
862,Fair,Available,68
863,Maintenance Required,Available,25
864,Good,Available,31
865,Excellent,Available,57
866,Maintenance Required,Available,3
867,Maintenance Required,Maintenance,33
868,Excellent,Available,57
869,Maintenance Required,Available,64
870,Excellent,Maintenance,38
871,Fair,Maintenance,45
872,Excellent,Maintenance,44
873,Maintenance Required,Available,28
874,Maintenance Required,Available,48
875,Maintenance Required,Available,16
876,Maintenance Required,Available,25
877,Excellent,Rented,3
878,Excellent,Available,45
879,Maintenance Required,Available,14
880,Maintenance Required,Maintenance,50
881,Excellent,Rented,35
882,Maintenance Required,Maintenance,70
883,Fair,Available,23
884,Maintenance Required,Available,13
885,Fair,Maintenance,15
886,Maintenance Required,Rented,31
887,Good,Available,52
888,Maintenance Required,Rented,26
889,Fair,Available,31
890,Maintenance Required,Available,68
891,Excellent,Rented,63
892,Good,Maintenance,17
893,Good,Available,69
894,Good,Available,11
895,Excellent,Available,45
896,Excellent,Available,79
897,Good,Available,35
898,Maintenance Required,Available,78
899,Maintenance Required,Available,22
900,Good,Rented,79
901,Good,Available,52
902,Maintenance Required,Rented,62
903,Fair,Maintenance,9
904,Good,Available,3
905,Maintenance Required,Available,7
906,Maintenance Required,Available,47
907,Good,Rented,72
908,Good,Available,4
909,Maintenance Required,Available,24
910,Fair,Available,61
911,Maintenance Required,Rented,19
912,Excellent,Available,75
913,Good,Available,17
914,Excellent,Available,22
915,Fair,Available,22
916,Excellent,Available,49
917,Maintenance Required,Maintenance,75
918,Good,Available,73
919,Fair,Rented,80
920,Maintenance Required,Available,41
921,Maintenance Required,Available,35
922,Good,Available,28
923,Fair,Available,41
924,Excellent,Maintenance,10
925,Fair,Available,13
926,Maintenance Required,Rented,28
927,Excellent,Available,25
928,Excellent,Available,19
929,Excellent,Maintenance,71
930,Maintenance Required,Rented,28
931,Fair,Available,66
932,Fair,Rented,69
933,Fair,Rented,11
934,Good,Available,18
935,Fair,Maintenance,10
936,Good,Available,32
937,Fair,Available,42
938,Excellent,Available,13
939,Good,Maintenance,57
940,Maintenance Required,Available,27
941,Excellent,Maintenance,26
942,Maintenance Required,Available,62
943,Maintenance Required,Available,60
944,Excellent,Rented,74
945,Maintenance Required,Available,62
946,Good,Rented,70
947,Good,Maintenance,49
948,Excellent,Rented,48
949,Maintenance Required,Available,54
950,Good,Available,54
951,Good,Available,64
952,Maintenance Required,Maintenance,37
953,Fair,Available,7
954,Maintenance Required,Maintenance,65
955,Excellent,Available,29
956,Maintenance Required,Available,21
957,Maintenance Required,Available,43
958,Maintenance Required,Rented,79
959,Excellent,Maintenance,39
960,Excellent,Rented,79
961,Fair,Available,5
962,Excellent,Rented,78
963,Excellent,Maintenance,33
964,Excellent,Available,63
965,Good,Available,39
966,Maintenance Required,Available,15
967,Excellent,Available,16
968,Excellent,Available,72
969,Good,Maintenance,51
970,Maintenance Required,Available,51
971,Fair,Available,60
972,Fair,Available,16
973,Good,Rented,9
974,Fair,Available,18
975,Excellent,Available,52
976,Excellent,Rented,23
977,Excellent,Maintenance,74
978,Maintenance Required,Available,66
979,Excellent,Available,36
980,Good,Available,78
981,Good,Maintenance,48
982,Good,Maintenance,39
983,Excellent,Rented,11
984,Maintenance Required,Available,47
985,Excellent,Rented,42
986,Fair,Available,40
987,Good,Available,49
988,Excellent,Available,16
989,Fair,Available,11
990,Good,Maintenance,12
991,Good,Available,32
992,Fair,Available,74
993,Maintenance Required,Maintenance,66
994,Excellent,Available,75
995,Maintenance Required,Available,44
996,Maintenance Required,Available,64
997,Excellent,Available,63
998,Fair,Rented,5
999,Maintenance Required,Available,65
1000,Fair,Available,74
1001,Fair,Rented,17
1002,Fair,Available,1
1003,Fair,Maintenance,51
1004,Fair,Available,30
1005,Maintenance Required,Rented,31
1006,Fair,Available,72
1007,Maintenance Required,Rented,72
1008,Maintenance Required,Rented,59
1009,Excellent,Rented,8
1010,Good,Available,36
1011,Maintenance Required,Available,42
1012,Maintenance Required,Available,11
1013,Good,Available,6
1014,Fair,Maintenance,23
1015,Maintenance Required,Available,54
1016,Fair,Available,64
1017,Excellent,Available,15
1018,Fair,Maintenance,70
1019,Fair,Rented,6
1020,Excellent,Maintenance,28
1021,Fair,Rented,12
1022,Fair,Available,3
1023,Maintenance Required,Available,21
1024,Fair,Maintenance,59
1025,Maintenance Required,Rented,39
1026,Excellent,Available,16
1027,Maintenance Required,Maintenance,7
1028,Maintenance Required,Available,61
1029,Fair,Available,58
1030,Maintenance Required,Available,45
1031,Good,Maintenance,60
1032,Maintenance Required,Available,73
1033,Maintenance Required,Maintenance,22
1034,Fair,Maintenance,27
1035,Fair,Available,44
1036,Excellent,Maintenance,27
1037,Fair,Rented,65
1038,Fair,Rented,68
1039,Maintenance Required,Rented,2
1040,Good,Rented,76
1041,Good,Maintenance,9
1042,Maintenance Required,Maintenance,17
1043,Excellent,Maintenance,61
1044,Maintenance Required,Rented,57
1045,Fair,Rented,57
1046,Good,Maintenance,6
1047,Maintenance Required,Available,73
1048,Good,Rented,49
1049,Good,Rented,60
1050,Excellent,Available,9
1051,Good,Available,57
1052,Good,Maintenance,16
1053,Maintenance Required,Available,77
1054,Excellent,Rented,24
1055,Good,Available,70
1056,Good,Available,26
1057,Good,Available,25
1058,Good,Maintenance,19
1059,Good,Available,76
1060,Maintenance Required,Available,36
1061,Excellent,Rented,52
1062,Fair,Available,73
1063,Maintenance Required,Maintenance,1
1064,Good,Available,45
1065,Maintenance Required,Maintenance,44
1066,Fair,Available,51
1067,Fair,Available,77
1068,Fair,Available,18
1069,Excellent,Available,62
1070,Fair,Available,49
1071,Fair,Available,68
1072,Maintenance Required,Available,69
1073,Excellent,Available,32
1074,Excellent,Available,75
1075,Fair,Available,22
1076,Good,Maintenance,40
1077,Fair,Available,1
